protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	pc.11	pc.12	pc.13	pc.14	pc.15	pc.16	pc.17	pc.18	pc.19	pc.20	pc.21	pc.22	pc.23	pc.24	pc.25	pc.26	pc.27	pc.28	pc.29	pc.30	pc.31	pc.32	pc.33	pc.34	pc.35	pc.36	pc.37	pc.38	pc.39	pc.40	
NP_005154.2	-0.13001436223904245	0.03832980624683054	-0.019869580294107823	-0.043151702926806985	0.027311513650793966	-0.008306404834127395	0.019316900647125265	0.005563928787471644	-0.023571133820060992	-0.0074396346621222915	-0.011154395960104948	-0.019267256508661065	0.0166401135574151	-0.018308480595560624	0.0017311183157786931	-0.016137574604948343	0.004502100801089888	0.010053412624052288	0.007336726221281397	0.0042309033594485485	0.009581046047311345	-0.0098515433001443	0.0023703796671429417	0.005909003563061992	-0.01593300806987919	-0.018437752678713868	0.00924810333679244	0.0038892581953220286	0.0023002168266570474	0.013230801522972227	0.008775086683938046	-0.0075407622537462665	-0.007217305569187001	-0.013912841290513645	-0.013604236139918189	-0.0036531017383966535	-0.007046831348483017	-0.01232752987775658	0.00033382593758100377	0.00032095547883643875	
NP_001617.1	-0.10928902187477171	0.01987387362313431	-0.025573548415158104	-0.03806117787893401	0.03153770131032419	-0.011974686309339604	0.03021701869227459	0.00020203585693423946	-0.019088568577724598	-0.014638351642047935	-0.008872325677757557	-0.01730223097969527	0.018067064003241144	-0.015775628142647023	0.0007922444779086264	-0.022250371052480417	0.002464687174827794	0.012782516746539564	0.006766259955944535	0.004622941308938939	0.010678460396982293	-0.0013607385916818149	-0.001998055242893876	0.0016459406702225956	-0.01222284446110638	-0.021292999543688847	0.005670676845164716	-0.0009874718820927395	0.00760900334246859	0.01593466369687356	0.007723711046762178	-0.006785436905384137	-0.012770013783387404	-0.006788517502669425	-0.0020952863548598663	-0.005843138990475913	-0.008644941491305918	-0.0168944736392884	0.006014112223232603	0.0011314875478455847	
NP_005456.1	-0.12764491328689126	0.05732686199199008	-0.023544492292274972	-0.050324635190413615	0.0254994446730737	-0.00180230516514883	0.004205663800700123	-0.006725158756320221	-0.0159061764611376	-0.008079866976185537	-0.012873495416712203	-0.013684541192832942	0.017719893384409945	-0.01190637004029516	0.009790501200492192	-0.024023053098129167	0.004516945312704077	0.002478543899140459	0.005288244243781184	0.001226114182544849	-0.0010035619895588993	-0.014591083262228544	0.002517770890936578	0.011231660272313175	-0.009832408256432803	-0.019640339841186356	0.012267392663574227	0.012625238631923962	-0.0023000852586898893	0.0066569450536187345	0.00908022680019246	-0.009221141491524804	-0.006852979649757165	-0.006093212749224506	-0.011899004656087505	-0.003184713681139991	-0.01556058229972665	-0.011038260050615303	0.01040801084565425	-0.002244421706045051	
NP_004295.2	0.09238157991084402	-0.07148964660413978	-0.006901645537741633	0.002553509253193958	0.017109463988477416	0.019734770305294507	-0.013125318517679984	-0.0032502852273364824	0.0015902101883869303	-0.005470802952219408	0.0031853765964075537	0.010387260669799066	-0.005806039898154723	0.007707742204962092	0.0010158354113040974	-0.006286186592103432	0.004183949038906088	0.0069587238801954885	-0.003713270578827867	0.0015854173863357576	-0.013553257277413893	0.004940560212782729	-0.009282585862775083	0.00776884564135164	0.002412331338120841	-0.00920511360604756	-0.003540553416848881	0.014301409710538197	0.0032591994738027552	0.001085797120673553	0.0023919100594141287	0.005639796317610613	0.0036830157426552433	-0.002531500056430801	-0.00455240429967563	0.0031162426411547837	-0.006385604044246064	-0.0010164348405563067	0.001394539729446775	0.002653807408943192	
BAA36547.1	-0.046059963483326624	0.03505107919536497	-0.007312533244422891	0.009168337345530492	0.0009173300395672547	-0.004732652990587781	0.018247344063903454	-0.001951054888786704	-3.267011171290999e-05	-0.01936451718344612	0.01208918712430734	0.00024010300719150675	0.008035822419615785	0.005709144704896825	-0.00403205049254297	0.0064192958418869935	-0.004198700077034452	0.003232378924747705	0.010638201691335832	0.006647602964280017	0.003992994246098228	0.002366646001016602	0.0033091369050969083	-0.01729416655942625	0.011543670499680872	-0.002826137300060667	-0.013307458364105441	0.012094512664939541	0.0044909029391547815	-0.006486298662313109	-0.011851198511102376	0.0129065466220005	0.011801334628315837	-0.0019448973255172745	-0.015117174039252489	-0.0106324812840355	0.0035643497795500266	-0.006087863243954775	-0.008939185633923815	-0.0024843438152312948	
NP_006243.2	-0.031896202464259775	-0.021866405729300906	-0.014768217303078082	0.019916840672263215	0.002693585706135963	-0.006228803878252686	0.028348588127381703	0.0076337191432987945	0.004643133727327914	-0.01930044500879498	0.022737730328442975	0.004578157435701985	0.00674367683397734	-0.0037534546588202295	0.0017264786476991248	0.011474970695239766	-0.0006500589624199378	0.0026548142291601216	0.008347750084464893	0.0013825748093819574	0.007208599692132557	-0.00164162977820422	0.009203775995963217	-0.013771967916376637	0.009979607667111715	-0.002678607161018313	-0.010113182347263574	-0.000560513953140293	0.00045556475127451443	-0.007425856480489116	-0.01149424361492469	0.01046121783511803	0.008608053387030901	-0.0006957945426884224	-0.007911918887514508	-0.008882222777084035	-0.0036208335189106574	-0.015104237868685564	-0.02009718250232279	-0.007743243379473011	
NP_848605.1	0.000379956585015965	-0.14126588961609082	0.022981848528859383	0.041340675582967494	-0.017454866851261755	0.013195735230019566	0.009090501868932725	-0.015996065258180477	-0.030187577852880912	-0.016725286575887365	0.01878127909888716	-0.01684032431768816	-0.0042289117898785126	0.007551596507688058	0.0026866281185189845	0.012827565371968368	-0.03161995560836965	-0.004113303653992898	0.007305752247729186	0.011235977293992144	-0.0018125447234761363	-0.0019351081998982944	0.02187401199955356	-0.011592722738208699	0.0005003913697904892	-0.003498742357760864	0.0013537487444232799	-0.00951729237699669	-0.001227717526252728	0.0077885546863248984	-8.840672785999689e-05	-0.0003878610023104488	-0.005418833101863632	0.015592654172294032	-0.0069070738835653725	-0.0022039734880314223	0.0015710614037912336	0.014395885047739686	-0.0022168240359779277	0.0023646704316507903	
NP_055655.1	-0.01259056715230574	0.06428553796346512	0.020527371606355368	0.025269462294616133	-0.020636131710290224	0.020055899515638395	0.0017036010068713799	0.008059462227845537	-0.011827356300376776	0.024045160101125982	0.008566286246564936	-0.018723602119141182	-0.01632870205609387	0.008503883226957266	-0.014515254312844809	-0.029457184590471606	0.01883538771615535	-0.005251902587685721	-0.006574299615644055	-0.0042826883227744875	0.005356538029987891	-0.0008887494978823219	0.008424546609315981	-0.007926799465502728	0.0031220229105920275	0.00143521625992675	-0.013168879896088219	-0.012194564609144502	0.00033031223499546187	0.0010601307493371577	-0.004040409242598817	0.010520948476798705	-0.0001852967931134374	-0.0016423321404376806	0.007124078111750544	0.006045963125701347	-0.003030403510248917	0.0042793484024105976	-0.006190792866783558	0.0042891927757990715	
NP_005914.1	-0.02846743577572059	-0.022095935225694294	0.005689144569976141	-0.0303167389312272	-0.016220606145125393	5.687477045097588e-05	-0.001624744031606502	0.000643842550788788	-0.013828265342321077	-0.012374084201182129	0.006195610218879547	-0.0032660435610754397	-0.006623417774121914	3.692177955340832e-06	0.004677397439603679	-0.00048111582615670186	0.0001422196117482759	0.0059002828500422265	0.0011964817379499072	-0.004025870487497667	0.002312794575277934	-0.0016858571949642793	0.009794640789518826	-0.003128263954925387	0.0028757856378025244	-0.008252671514944993	0.008615568526952482	0.0066504157352552905	-0.013913881125533555	-0.0012697009922880771	-0.0036363482237883357	0.0004115718086239136	-0.0006234704847820157	0.006658409536735818	0.010192480048915077	-0.00020331308930791346	-2.7939555621764565e-05	-0.0052833440758063375	0.004804615242565012	-0.002564649104258824	
NP_004663.3	0.0726278827834233	-0.06526608776610877	0.009891785278742292	0.005142710358678596	0.009772364074430339	0.0070821312965599756	0.006611034111510952	0.00021031827843558264	-0.011750062088526341	-0.025635169871664604	0.0016197479497080175	0.003716888015301714	0.007621846351750827	-0.00660502578027555	-0.0032524705713922004	0.003616172755684572	0.007028557299253353	-0.001214780097731724	0.008340484347866686	0.003780727581153856	0.007735273396094477	0.00780387173519339	0.009998428198134297	0.0020975136917120384	-0.004784609276989372	-0.0035804939003792626	-0.0015888130235112209	-0.0009588547208126228	-0.01129847305119686	-0.0060490761632809665	-0.0040625127221196695	-0.0012640306685324937	-0.0065021649835163	0.006226793796491318	0.000992109351405313	0.00808185176833131	0.006445814674053626	-0.004712236330258551	0.0016172039249320572	0.006144017071009315	
NP_003591.2	0.06693585858516223	0.1085638430270043	-0.022265242292740413	0.04401504447427694	0.03447325643821729	-0.004877767274707929	0.03637193283721194	-0.016894774956992084	0.03223573068176037	-0.010511181245012198	-0.011207863123501662	-0.003767618212441168	0.007704850375159462	0.012449611467375419	-0.009488568220936959	0.018710186648530587	0.021807688523450074	0.00417382193421396	0.021816804364616107	0.013326901794376522	0.013233681443855292	-0.0005937274496798064	-0.02674423120543536	0.010897809221493986	0.0014932137729691784	-0.014157794569449194	0.017533411300343624	0.017954694711230235	0.005563948532341793	-0.008034806461218232	0.012780701816747264	-0.0164839969346338	-0.01980481945371599	0.01071262245709079	0.0027173656971786276	-0.006079562834487851	0.017637027438887135	0.014600003366458664	-0.0012180212729788163	-0.0032200643655716987	
AAH00442.2	-0.005194390206554414	0.005451311044239306	-0.014150162749871941	0.047326423516048134	-0.011890025143712655	-0.005355552409649706	0.025529087709703795	-0.009592715153722207	0.0017833453643035502	-0.011662781797708563	0.04279691352626655	-0.0063360078820574655	-0.0016227464123882965	0.0020169446501180567	0.012471146363063554	0.009434922198187323	0.012249305179219405	0.00396874955766323	0.019284076200251972	-0.0036713654356027295	0.005014939996968443	0.0068787015862228065	0.016623167965195543	0.018299153788625205	0.005287566452973671	-0.0036097463209843563	-0.007304533191667023	0.0017686059223466263	0.002468063732153366	-0.019489517874478165	0.01100100080874933	0.005138280049863421	0.0009479610463307426	-0.006058172031463358	0.005241727262535699	0.003459300799912281	0.016365360664227804	0.0057705314721660786	0.01772152175369538	-0.008053611100058802	
AAC77369.1	-0.15271776280035246	-0.037850217912673394	-0.012919537753275763	0.02979551101244263	-0.005283204567691587	-0.0014138116967933646	0.040542155807448195	0.008119313071764637	0.03872633151539835	0.01023154275569792	-0.0015550177014554943	0.012455876831915883	-0.010604977796044732	0.024714618141264966	0.005695044427692074	0.02319102723645173	0.006128679845521763	-0.010099789166256522	0.020091617388707246	1.703528157767818e-05	0.01748378177203832	0.009025691776217684	0.005175212395715112	0.03773395184132645	0.015005129177410842	-0.011398707252754568	-0.007372835298185694	0.013462243340702541	0.006154922527120053	0.013118823526840946	-0.0004727690290696637	-0.008132323893488119	-0.0051006375765817995	-0.017483114401335133	0.007282810779905052	0.00924091645603985	0.01496411821512175	0.023505514511205625	0.005203845702714655	-0.002334627348376282	
NP_001690.2	0.10043578522210972	-0.052323008741403575	0.0050822344762227745	-0.03914374865858547	-0.0018316167944687867	0.025714325179771857	0.013967968853586048	0.011826400409765838	0.00776049885475493	-0.005842091177340673	-0.00012657834667881773	0.012509186203418262	0.0028872707770372158	0.014353845571187752	0.019795690972442697	0.0031543353339229703	0.022566932039527796	-0.0008153880105382984	0.0010775972437207437	0.000812729965077579	-0.01332701092730647	-0.0057911034414424006	0.005788167902722076	0.0002829172722906283	-0.0016123827759981738	-0.0010587518566990744	-0.01712532196656715	-0.0024897888873946536	0.0024924545484496896	0.00845516895341966	-0.005429506676354525	-0.0044357770599568564	0.003183837202382008	0.009398071137766407	0.004086723460130904	0.003401301208841056	0.0001904040529844019	0.007640000063138806	-0.0038273710499767163	-0.001753247989564562	
NP_060063.2	0.19316881290436003	0.05817027678116028	-0.03127638167810515	0.0031966172908542085	0.05777709747792496	-0.01871613480031494	0.009673542177622086	0.02361441697368907	-0.007834890878225538	-0.004436268236337445	-0.011904135300680418	0.007682799209170428	0.01629287292190093	0.008626739586145163	0.00018932540928982947	0.0012216092580217277	0.0020858222703507754	0.0034198048092162294	-0.006089583752725579	-0.026429796822818548	0.01180740903285267	-0.005351117434155201	-0.0019867197929045034	0.0006331271825469424	0.014266545798053469	0.005979173758825019	0.006585217161381619	-0.001754088749542975	0.0004657991738939449	0.0012594722915452682	0.010374029190386902	0.01280530096479441	0.0020387908447540206	-0.00588407166482534	0.009546598088012547	-0.005151417083568393	0.011609461651237975	0.0033149207026114662	0.0032777421574901873	-0.003822612072743367	
NP_001706.2	-0.0711587637629206	-0.03570342735087704	-0.024315502399525492	-0.016417282693333216	-0.00932556134302279	-0.00727265777584461	0.000453277035168425	-0.021457880886732023	0.0315501039227503	0.0032241903905602396	-0.004220733433888316	-0.014424770992471752	0.008052981578271083	0.01940068094208391	-0.001126199020940878	0.004271844211703615	-0.010981943034137633	0.012138365126931807	-0.02319704722542555	-0.0001201003543811805	-0.010482210983867073	0.00932581398607027	-0.004133324551243507	-0.0003685309397264516	-0.008116767455946658	-0.010830054828746006	-0.0054905150909458165	0.0006240921209464627	-0.005955010821038953	0.011436669955104357	-0.012753355612802846	-0.003800577839113783	-0.005479510419343339	-0.012036499615497423	-0.009517846187728921	-0.013881630600586935	-0.013478660711340615	-0.003113720703814809	-0.0018715320783972524	0.007873513098784712	
NP_004320.2	0.014724168249472905	-0.04380072543740132	-0.027371292243716205	-0.000889536303904488	0.007757090879790637	0.006121548352586063	-0.0035294297651824627	-0.00761775649515987	-0.027088800318479753	0.02011932590753781	-0.015935264445982297	-0.013471623849500283	0.004211541308907741	-0.012080739864951126	-0.018120728323392975	0.02746142961091026	-0.0043064538803684925	-0.011570638906527464	0.0059221508422289595	0.01041956250296211	0.005481570341192863	-0.008265658677584813	-0.0016050062251103715	-0.005686349902077328	0.0178602241224738	0.0038679706736149335	-0.0007549207693635698	-0.0020191858627978923	-0.011375441585144115	0.011896256080253121	-0.00581182057159633	0.0027973536061702223	0.013040088140408438	0.005774200595742636	-0.00759257210954744	0.0011279223451391668	0.006193817583106136	0.0014942235241316155	0.006202126130364808	0.006040370503682087	
NP_001194.1	0.004723003844139499	0.021357250633167835	-0.0060266663956754785	0.01248932475584874	-0.005563661693465405	0.008242711052594292	-0.007821292813401852	-0.015498880766712719	-0.026241958423787334	0.04511016607182901	-0.007515999747601072	-0.020727186359892548	-0.002243372150859316	7.158223853236174e-05	-0.006847917784668589	0.027392899572535826	0.004567591911451548	-0.012492252096623278	0.012248651521912195	-0.004047430990985566	-0.0007478872788708089	0.002377364376003182	-0.002535263683594699	-0.008943809766648245	0.012078137360318158	0.0022089253776259228	-0.0033042650733845335	0.013498979103587515	-0.002965992836544767	0.016496560949178524	-0.00742047952006267	0.0005967792687929248	0.010876054354909999	0.011580556430484753	-0.007789051750186295	0.007883078077696056	-0.003787868910325049	0.002857247662098095	0.0011981142833546116	0.00290785563212282	
NP_001195.2	0.14939620886270583	0.07403366692735919	0.02328459282309089	-0.025949904577392664	0.014887423134785473	-0.002009332520646016	0.015872835107648916	-0.0015109121088838682	-0.010331003542196562	0.001143056534094784	-0.0028191199504948	0.01011870962617542	0.006814750417192136	-0.004323550527616578	0.0006009610898657634	0.0036180351196476094	0.005234877339651791	0.006252828591483252	0.01374556989107428	-0.002136663700129866	-0.0032945154489546317	-0.001311495055483734	-0.005500444938190794	-0.004238900355000577	-0.0010802375322000516	0.01319643495950266	0.0028150935258456074	-0.000670117905291128	0.002707788254892912	-0.005812420329403347	-0.002923661264581956	0.0088395786492672	-0.012268459054982448	-0.011295543192517717	-0.0030444842895472335	-0.01103653998073703	0.0033084090647057104	-0.006770904112585254	-0.01026162172953221	-0.007148967524609083	
NP_001712.1	-0.01876849191986591	0.09446749472834103	-0.06722731163572448	-0.018351920168465406	-0.02206362753483832	0.0030104874750494027	0.0024552728177504126	-0.009151752588123455	0.0014553855197660729	0.006145038756208104	0.011457017469419729	-0.020017113287909272	-0.01412230431374662	0.014836835726632176	-0.002135488981209806	-0.006037545540497216	0.004312424059641311	0.01971800742534623	-0.017972628335966988	-0.01149668421082601	-0.011222237909273685	-0.00584212619144553	-0.00874344017923796	0.0017906576338073772	0.0018198777997219199	-0.018537677227845002	-0.009260710516263952	0.015225943723804076	-0.003896811471336646	-0.01865703119769008	0.00572699817143421	0.008002192857562804	0.005706195049210835	0.0005728406538984652	0.009347505895364304	-0.011087987165893837	0.005147500469762761	0.0026416096452039177	0.0015315698643657847	-0.002630021413734698	
NP_004324.2	0.09580251551868815	0.0061629208743823796	-0.012667598351087984	-0.001311514505387923	-0.0034019692896057707	0.009644452823997167	-0.0064017407800293705	0.002117014591375003	0.0036885996129110104	0.001089513622768008	-0.012062726311339747	-0.014820152530184818	-0.004867611948721886	-0.0026210908224413537	-0.0026764960557319304	0.01775770401143162	0.016082904812537095	-0.012597562440112512	-0.006137967660963366	-0.0029239375756958895	-0.006191654294708002	-0.007595867259579158	0.004478106622735123	0.01574120162846495	-0.01484228239037923	0.003676140568269814	-0.005931947019245905	-0.0015490540084632544	0.01439208487721795	0.0012725144892151705	0.007694660277400403	0.003566282603678475	0.0055462773686820585	0.013895774762921205	0.00441332672939754	-0.0019855766571172896	-0.006958614476789689	0.00274713962000782	0.0010049519857175328	0.01051800652140809	
NP_005966.1	-0.10408325271104789	-0.05450910710488897	-0.02808778897689395	0.005488291473076955	0.025898121643430774	0.0019819215767153857	0.02225682446005416	0.00348774418889989	-0.004009677823314494	0.010739978356397492	-0.013562172543530638	-0.009391670527355204	0.006694324530401295	0.019739969319870983	-0.013572798553471394	-0.006901751165935566	-0.0033661963813074866	0.019622916650749292	-0.019142409694962313	-0.011617191032108294	-0.018100297626481902	0.010172323143426296	-0.024293312024063117	0.009020870794846352	0.020370355078585034	0.008829122835022468	0.004258769257283075	0.008167924279909469	-0.001469979839076929	-0.011848592072097472	-0.006930324990798312	-0.00803281667738672	-0.021465251836279987	0.016295830848356695	0.0075500723588539514	0.007417414637457552	0.009648569046829768	-0.018834416528358832	-0.004383351940799549	0.0015584187821042618	
NP_115806.1	0.06490110444345444	0.05474279302911697	0.0173129838054906	0.04829200407867926	0.0037940845260413963	-0.013891192798730028	-0.006906640034456997	-0.018617635408737447	0.011661848443878138	-0.023055435075454135	0.0089678985989794	-0.027481426190341374	-0.004908081463196005	-0.004330148942558992	-0.0006751976267587706	0.001614841968466232	0.0023109209868641873	-0.0017109502549645995	-0.0002640404961738287	0.003940910823508467	0.006583355495444952	0.0006919367501455817	0.011188782863071439	-0.0053398781448062505	0.004347147479675891	0.016797595684795608	-0.010778070116159227	-0.00524746108554463	-0.0051649776505379354	-0.0010703467504162008	0.00836985503254309	-0.011298497175413365	-0.008434057545342408	-0.004117815126348658	0.0038658556850746655	0.011448814711868326	-0.005555280314336586	0.0007028855681495162	-0.0024383294071813892	-0.01018708581137651	
NP_003948.2	0.016748437244542048	0.043998347890776286	0.019764890648373674	0.04058808490496601	-0.002228034315662165	-0.01298409213131885	0.006303723976355423	-0.026174940203213957	0.012437612809561693	-0.023071029083467157	0.007551310247448035	-0.014627505440811423	0.0030632089665816975	0.0035444404135408	-0.0005573997017722486	0.009672217144474925	0.0012541755531050864	0.008842651958875078	-0.004877372862661976	0.00851864937584606	0.0026178885156871922	-0.006122741339977133	0.008826721459440176	-0.015970210202590315	0.015076248096561	0.018293673393301683	-0.0057825795671239315	-0.012202245000421892	-0.0014895927904759753	-0.0016678264860303421	0.0019327871949140977	-0.013316156840014139	-0.01581642632506152	-0.005721096415649275	-0.005054709881585343	0.008864809149409505	-0.004977683243351575	-0.005869052535309006	0.004276181543369362	-0.006490379691034266	
