protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	pc.11	pc.12	pc.13	pc.14	pc.15	pc.16	pc.17	pc.18	pc.19	pc.20	
NP_005154.2	-0.07810026856895902	0.051712168860887094	-0.026275338969006534	-0.04704169314772092	-0.0038394891234461853	0.0570139237715101	0.006362414687518017	-0.02983576884519923	0.013493986303497628	-0.008942153800191062	-0.023884028461299032	-0.02136038819216918	0.011392882826870265	0.01355134228317339	0.012423103205409161	-0.024505414471525287	-0.022953650997196814	0.023512172601665538	0.0011060543590475415	0.0048279236683520296	
NP_001617.1	-0.07383810878675451	0.02886959008145819	-0.013578915134253937	-0.05908876364609856	0.003785248753631735	-0.0006621393491957276	0.019118868582149662	-0.017408305829255892	0.03416134457647382	0.00953597118006374	-0.029591649474328865	-0.011512777537819166	0.00019901580254786476	0.0024560481016516894	0.004927044761962861	-0.01986111779515919	-0.012098671509549151	0.0037158350976238858	-0.009367432596596427	0.00970867674692164	
NP_005456.1	-0.08959506717749133	0.04669183560337453	-0.06892351867927957	-0.048656340640207324	-0.00375373565322586	0.002618352098970676	-0.007738936011888765	0.011946967384799589	0.006821691268692519	-0.005838683386071832	-0.00070835895391171	-0.009570074779033266	0.02658797485298379	-0.005798264031843511	0.010834687644123549	-0.01970897159597911	-0.006896713098254662	0.021005746598887067	0.009186530264804335	-0.01006129521423363	
NP_004295.2	0.11998212902773313	-0.03756866903920703	-0.03249147959058502	-0.008231931140207836	0.010900376895104641	0.0010137383746803902	-0.024866567652480107	0.02639501652926628	0.0028346396572361036	-0.027270562682839432	0.00436551193166131	0.0064727253758595	0.0018564827717333526	0.0009959686318165057	-0.00289190296493242	0.0066264654404031235	0.009716845889307836	-0.007902314985112065	0.00018297421097336	-0.0077423875060928585	
BAA36547.1	-0.10063782705244266	0.006894835106756728	0.014757849500000253	0.01602137343404141	0.00971293600958297	-0.0072877479039618834	0.0013220624358072175	-0.024166946448531	-0.006149085282068111	0.021069309442054398	-0.04364842480650572	-0.02418440290821154	-0.020472812108715682	-0.012122513149765327	-0.0004327538766301657	0.01454781680453845	0.005735731207272699	0.005434382277747489	0.009147823272594805	-0.014536756359280631	
NP_006243.2	-0.09480750284816157	-0.047218799193621284	0.017364070784922445	-0.0015989800082042683	0.016194125937794332	0.03294919736584674	-0.015073859785713071	-0.007199659645238305	-0.009792817058032423	0.0012174373300683197	-0.009037329830066934	-0.05842052309949311	-0.0037677557989743917	-0.0060530183995428	0.006324286316281457	0.005816317301635302	0.023618129544438513	0.002894595877890671	0.0027154678765903147	-0.010877660356992712	
NP_848605.1	0.012669236936232602	-0.041295049882745155	0.05574836147590248	0.020940579199602908	0.036102834884099155	0.03287904035491157	0.01168405061886278	-0.015055577933888838	-0.011690396079280097	0.015390319775780693	0.019371967215085075	-0.0037690315206231127	0.018637150883206072	0.0040508328718016915	0.004347830876470067	0.008720248441310603	0.04137524699044168	-0.037639361556368996	-0.010489608743549497	0.004672086612284906	
NP_055655.1	0.0665616395850126	0.09094109952858546	0.02010261933945821	-0.0021828627383964484	-0.014862620232665375	-0.042059169724542794	-0.008784058313880093	-0.012000061836137124	0.029505234996094906	-0.014634441181563094	0.00849798616742786	-0.010360305003299312	-0.0063519209756826575	-0.024340032526799588	0.02399602617186679	0.0038492836275127265	-0.025865113678803644	0.012670669325610064	-0.011466567033380198	-0.00044140777899142426	
NP_005914.1	-0.015414697408540389	-0.04822229071263821	-0.010468967749396029	0.03358068020719179	-0.0170116824377288	-0.015638564113146552	0.018752755542880466	-0.009924584179806734	0.013771380007364943	0.021053057324872622	0.011105684049542902	-0.01245948050463553	0.006549880152025577	0.0007321103801696334	0.004977857390898012	0.004809916670029633	0.0027613033498800343	0.007215410769917907	-0.012969796429714417	0.008874901314767609	
NP_004663.3	0.13573594424960117	-0.023127847395136736	0.05369199530297568	0.0008117281813583128	-0.010152172356334031	0.026409307565910957	0.014261477284835728	-0.002645135029959216	0.013667525346445978	0.00035154533865304553	-0.011554263880504168	0.004258975052652597	-0.013304431066450675	-0.004854289276580369	4.6964410649170883e-05	1.020531111838219e-05	0.003239044369136179	-0.000284572225482382	0.0016195350521868946	0.011852584786592867	
NP_003591.2	-0.014755769365907676	0.06529930490070807	0.020648787288499854	-0.04767618246292944	0.052033408431859225	0.01717279243019616	-0.045202479619941074	-0.035215802230267976	-0.070251646808096	-0.0024143513107223384	0.018100826724853813	0.009012306098755439	0.0017892321470558865	0.014447851295092445	-0.0031450967483546755	0.01506693677059511	-0.00360001327397704	0.012525553402573896	-0.006036694408458102	0.02622395225159319	
AAH00442.2	-0.023542098616696528	-0.014606629388887923	0.030862811236277116	-0.027675642441992287	-0.012665092148958066	0.041108878925757555	-0.03240127704894108	0.004579386870574852	-0.028263369311037272	-0.016333805967718985	-0.01011016561118252	-0.009030078782662838	-0.0018723831791819304	0.0073447560139579355	0.0010455212402499714	-0.004354498673961358	0.0028776163103656515	-0.01679351907867668	-0.0010003411514921245	0.003782817370259946	
AAC77369.1	-0.17900493834483883	-0.05243791187815517	0.11350003582839628	-0.06797888931168418	0.039341823071463757	-0.012966143519008608	-0.012430249265394494	-0.0048651135171759105	0.0013799527981879585	0.0030429632307243434	0.0332587001308443	0.0026859034182241245	-0.007366320103081921	0.06295439842229054	-0.01691796286746548	0.009718110442771452	0.009714197794794002	0.015605489814836915	-0.0034920331273390888	0.00577326355138986	
NP_001690.2	0.17600436489209098	-0.07047916750683392	0.0075655053430921755	0.010433959598539568	-0.0055674472174861685	-0.016126771063622578	0.016718533567805956	-0.040610026484242626	-0.0005494755078838244	0.004454962445373908	-0.00501608691029128	0.007858629725572941	-0.007129605733501908	0.033543714000825335	0.007730003601930863	-0.013171859586859624	-0.000413994633682201	0.006590144152256857	0.0007835778345089491	-0.019301332031869903	
NP_060063.2	0.04249409057481425	0.021372160913467275	-0.051335434641348154	0.025851535900513017	-0.04907071567410274	0.04607255839048311	-0.04247931509946618	0.010053716218151602	0.017198086634248554	0.02035527438652776	-0.0033039179658124456	0.038280610802833924	-0.023208676771428387	0.006712319476163381	-0.023412906641864836	0.03377142977445331	0.0014564983032326303	0.005193044146526225	0.013948877629388987	0.02215075329759183	
NP_001706.2	-0.013835011653861848	-0.006449043383523179	0.035607587763028845	-0.04688964552827427	0.03809737320972438	-0.007492262513986675	0.03235619649468779	-0.03763817221240451	-0.01992812473066909	-0.021993712157905076	0.00020799037258196552	-0.0024723049895727135	0.02072088817403142	-0.00417465134463696	-0.010073793492946454	0.0001556088777329654	-0.015215729439778693	0.010876999165651517	-0.0060823098115726434	0.0018282268913367744	
NP_004320.2	-0.0017432660382498356	-0.044722529846645584	-0.053045406199656024	-0.00869496266404466	-0.0271557895745044	0.0554106526447716	0.04750415971297616	-0.053412251249720925	-0.005737030849503005	0.026504204039545082	0.02679140428625497	-0.031969796176129384	0.0006157584922454448	0.008286524296954076	-0.009293480545932785	0.004581087187876179	0.021270022523918297	-0.009483644345037814	-0.02071017010132146	-0.011592259299403378	
NP_001194.1	-0.005326124024273084	-0.00871310986722813	-0.05761267732946094	-0.010935056686637778	-0.018118304177081438	0.044573106598317674	0.025383757776645678	-0.024669522020634004	-0.006201498339243871	0.016258445969589683	0.029035226264140183	-0.03147562452937299	0.0010745414407958714	-0.01536012570922431	-0.003942296246839272	-0.003030639974574231	0.0076084890457312915	0.021717001100008817	-0.017253660408816405	-0.010526311186707216	
NP_001195.2	0.10335657810563881	0.011306618977696201	-0.05595293408479065	0.06517690882712075	0.03858187315704805	-0.003586421639721269	-0.010091385807263892	-0.035269867646151525	-0.023342505654318214	-0.015686518781007353	-0.019401144755970916	0.022787212316990064	0.005070649686724017	-0.021536524222863774	0.01411523415901532	0.009240312761332237	0.0009647881069450664	0.007237214379920718	0.00447185677098626	-0.030784074551180277	
NP_001712.1	-0.08526918942718173	0.04685382094637052	-0.04443248744119023	-0.03250229588675565	0.02137931806576063	0.023104123339644105	-0.03399214037364607	-0.03968234375725444	0.005287366412783598	0.01673930587697198	0.0003937072423288504	0.0028353852288918297	0.012745535383928842	-0.0015173089773418537	-0.020282628008369816	0.009879582761919272	0.004723971008997791	-0.015222768279268249	0.005049782299901335	-0.00641549546031284	
NP_004324.2	0.05723419304360235	-0.0433281385565244	-0.048364478621055716	0.004324333499003089	-0.02135278019052282	0.004958319759143692	-0.015966424510995697	0.02445917854055431	-0.003350675048743528	-0.01207332568488297	-0.009501957966345129	-0.021234717316307047	-0.010430918678045402	-0.0004449797516127032	0.004933290831267729	0.018792715514022	0.014959312946209963	0.0118836012636228	-0.0035799545521446098	0.004332699348340133	
NP_005966.1	0.015618103680101992	-0.046984534349512	0.03729690478746073	-0.05374858059511813	0.06722482605892433	0.03072740546578911	0.024402164528380225	-0.04943031111202892	0.02427494474561232	0.013643059305924223	0.011053011916329894	-0.001612456462993745	0.04744435486402601	-0.012775358137807431	0.019049852653535922	0.016844743042799645	0.01700507428691573	0.0020659474408390227	0.0007271865111944631	0.004513917550463359	
NP_115806.1	0.1254762200536521	0.07263674855605401	0.010148124345720483	0.008052639819219784	-0.03490717330174482	0.03702632942544601	-0.03657882502108585	0.022368287019398015	0.009767882565283065	-0.0304572860755045	0.015879649584192048	-0.03548201996269703	0.009807194225420642	-0.03582394214050344	-0.009210412578750228	-0.003414939056807107	-0.011236423299206181	-0.0009946313263229302	0.021615558771415605	-0.0028643908333163734	
NP_003948.2	0.022342309456340134	-0.003426629838630766	0.0020115074743582637	0.023175439861518436	-0.007264457748114895	0.01755918785058474	-0.027384580847211428	0.0069935570331269474	-0.003955113786710683	-0.03643872984182641	0.003919365393370418	-0.019418648439574037	0.012264724139345587	-0.03961622188536729	-0.014032888157420195	0.0026220269168729586	-0.0027395096271744857	-0.006189558309246203	0.022847206417212843	-0.0076246982986585745	
NP_000052.1	-0.04034480943483409	0.03976012755419283	-0.03503002002106306	0.007488817880071049	-0.015439553279242523	0.017454053075611226	-0.0267283300017429	-0.049730526008364286	-0.003795377590049565	0.009627213528496137	-0.02230235348137017	0.006314971029287502	0.02307350958117668	0.0005781735851621793	-0.0117755111651369	0.012675654532468694	0.004454725770454606	-0.005815347299408027	-0.008502742205123157	-0.007467447350559901	
NP_003647.1	-0.0219702561592475	-0.010653489227962913	0.013725428447044639	0.04223149635630406	0.0019369440742192723	0.030355714115179174	0.054268692646797415	0.02723130172346231	0.029165576938976156	0.00846376237601649	0.008837447562569828	-0.00894608730320846	0.011770348937456225	-0.014145270707589674	0.03692934425421794	0.008136693902288309	-0.0345014974309613	-0.018577907114481068	0.013201008277501767	-0.010110626744313109	
NP_065130.1	-0.03173961873985089	0.015428457166116603	-0.027976962806214048	0.007938169154482198	0.02202335822379801	0.05735563367923803	0.06486455040046937	-0.007823537168181618	0.029667044572789812	-0.01680439114650946	-0.005230249145249353	-0.02364983852181347	0.03538830741075977	-0.02691898153458763	0.013960434522831145	0.013503879271500345	-0.007879733157360977	-0.020272324030769884	0.003162131546889384	0.0007373522734671679	
NP_065172.1	0.02727885678277423	-0.027955660733868803	-0.07489636287125241	-0.0031255756099904212	-0.013444040930333629	0.06535530384445436	0.010568937490606528	0.0021881193924982276	-0.014838056667045999	-0.009442909973653968	0.0113415301331978	-0.01722790215993811	0.01594611634091941	-0.015633897004936084	0.005770749661979672	-0.0023988383361412883	-0.022194543420334268	-0.024320621998454677	-0.002867253996887305	0.004691529761024579	
NP_741960.1	-0.01321802340892499	0.0072065660794857316	-0.0034315230975751608	-0.020212217594398087	-0.007553602346133881	0.01796213624004335	0.06682428649900833	-0.0019147425168689288	0.01528503886252086	0.029271960317447703	0.0010807303290435559	0.005136207444221418	-0.006374308625497113	0.02190377906682094	-0.004122838141220432	0.009139085580716093	-0.007511695077824522	-0.0024457552575636384	-0.008113255598522636	0.004461112322651301	
NP_001211.3	0.12090819138836513	-0.005311289980797875	-0.0006711722613293328	0.0070652630495671685	-0.010005081770630555	0.0035263739922983847	0.02993037234164115	0.02432832456739781	-0.0319054298697596	0.03742562318824292	-0.008442013149478428	-0.006070302889023543	-0.009489713726556135	0.0006880310360739059	0.005254796430457071	-0.004410662296627258	-0.00043642736225434395	-0.010817630723070758	-0.0009021260301188252	0.008367485456261852	
AAD20442.1	-0.013857597553126053	0.004862247335908648	-0.02201751718057096	-0.02639028615053315	-0.014624077322486814	0.014275013961243234	0.05485430258247644	0.014476096810928438	-0.0036814344640871775	0.028730073873477598	0.027448266665543532	0.014136682697754697	0.0012366219869683439	0.006147712094795477	-0.006880037731190364	0.005343711117620577	0.008364072224191789	-0.00029037399666923875	0.0010735758599051814	0.010702622537502465	
NP_751913.1	-0.018020067776725837	0.03771264717993801	-0.006632167775954408	-0.006225996161791488	-0.021616878661166346	0.006799871894425407	0.054993507508569524	-0.006740629612896054	-0.015041149543637543	0.02911697861295979	0.009935384173640146	0.012740602214360748	-0.014856406930630067	0.019793116625084407	-0.0005643383212328239	0.015505362616329942	-0.006049928793824413	0.011478552893573152	0.0050615260087655805	0.0006043090531073529	
NP_001735.1	-0.029564878408220613	0.01216194664724239	0.07841692073042063	0.06644821661468096	0.05526607022673616	-0.008577394760867203	0.027592232184713267	0.0504435735533943	-0.035499320851508254	0.04526722132658533	-0.003651803006778856	-0.009905226685331205	0.011420140196021413	-0.009342062052808289	-0.010739689575415018	0.0003406873484697087	-0.019943313607307365	0.011197586676515506	0.006632375571730959	0.009821465928946706	
NP_115670.1	0.04209323541517505	0.023585028820205255	0.04844371445216476	0.025673052674543603	-0.01661504774792685	0.0028836709103567614	0.009903227148948044	0.005659420536203615	-0.023509386330138018	0.01686707301316265	0.012693937681833776	-0.020938529702880185	0.03317225259489597	-0.0055886589335446095	0.001269726313866097	-0.008552467319816341	0.017012008709731047	-0.004343707702282436	0.007557741294497193	-0.003976216636340362	
NP_006540.3	0.11359711938797165	-0.0001873282268003687	0.011791800194412328	0.02771001044692603	-0.010973328996631912	-0.019171154642812185	-0.004906114194629699	-0.06501913489851203	-0.030824942201718452	-0.024297189059692303	0.06287870665548305	-0.03699822125200044	0.0266072755164955	-0.011266271172383994	0.011177255084523234	-0.013771731917568949	-0.02304035656825218	0.0042997592860489695	-0.010961995545784519	0.005959253135182838	
NP_003679.2	-0.035502039302382035	-0.007520458859223032	0.004080369963666407	0.018675764259190198	0.0029052248968647757	0.04364955912259222	0.024898681297190323	-0.00848533026078424	-0.0025772577689418836	0.015980826352751207	0.009420352857064884	0.008228115505813082	-0.0016094452301006071	0.0014994227978043107	0.011101203061760784	-0.009313689556641924	-0.010755370729145319	-0.020466069360000425	0.0059355933810757685	0.00249403906967697	
NP_277023.1	0.029183862327613667	0.1804840560274061	-0.022197828637733456	0.048621775246219856	0.011848254774528638	0.09589553988933569	-0.041195787498809734	0.03006853546451008	0.02443602998665479	-0.04941013458884374	-0.05178062051982268	0.015921133145189927	0.0611166426439802	0.021004661826552723	0.0210469991797216	0.00352186259212571	0.01234107144326966	0.006351394665560861	-0.012625014527033868	0.010394617232923632	
NP_076916.1	0.0043730586734540364	0.18347744336363428	-0.02042712112872103	0.05163519729106706	0.01438487335752455	0.09354283356635347	-0.03068858092854976	0.039307884089719254	0.0156759838457862	-0.03729619460973245	-0.05038939982171687	0.009783792873687639	0.06379843202961274	0.02410065139731202	0.013201115769095691	0.0021888435364752364	0.015551373241206045	0.0061774415177448284	-0.010456542568487614	0.010586734302947425	
NP_003709.3	0.16616472553961245	0.2010690529121372	-0.03675030775798668	0.0057326986998224435	-0.007375167492985299	-0.0027386447873096703	-0.03147226938613967	0.028601007817746268	0.02496496382625265	-0.010221393320667009	0.009381688390378146	0.019092628257195897	0.00454716944551063	0.0038970762034533056	-0.027024959565501796	0.012255168442462258	0.012088698070726083	-0.00395263878850999	-0.004057430640236265	-0.011140516771286057	
NP_055891.1	0.018694320303526687	0.09752495059388132	0.017745527916265637	-0.024798859814444657	-0.026909317769953922	0.031090256328273187	-0.03140909823091058	-0.0251906563869259	0.031227798533636733	-0.00403817804052707	0.00985945428364819	0.03804060037717135	0.003916753572463265	0.03467887581843721	-0.021430622684788698	0.02759251477481752	-0.02447310939898866	-0.0017018265401978721	-0.001484981759276836	-0.03027634986486144	
NP_001789.2	-0.07406066014967526	-0.1238585166074228	0.04678818578746502	-0.046951114801349475	-0.02203847392332671	0.0033626454291151727	0.0037643118143341893	-0.05560445553864269	-0.015048934371189532	0.00907788784202153	0.01803359798485717	0.016646759794575798	0.03496882925136278	-0.03391460196950328	-0.013999361211651472	-0.009039542123041061	0.0011785015538709536	0.011300443758838572	-0.017669043407617685	-0.017583686799083693	
NP_001249.1	-0.09362715998266334	-0.0732788939894278	0.07449153084467992	-0.022947460459946833	-0.08513589759666555	-0.020109251471736436	-0.027223474077671197	-0.002781348852957522	0.015087573224794386	0.00435944107562787	-0.007941781847725066	0.00712622435134305	-0.013559510424750945	-0.01660287293985059	-0.012266156299865362	-0.015007975663886374	0.00421392822900675	-0.005650035156884152	-0.0008143636584763958	0.015756193471802286	
NP_000066.1	0.026676828649186836	-0.08231838799882041	0.05725992107186371	-0.031085607334285795	0.04513940938588101	0.019494030256418753	-0.023976954400898382	-0.027150863857015373	0.02664293459840702	-0.0034807397043757423	0.028617216461543974	0.03866319603676229	0.01762002892390495	-0.014291837524481049	0.019052148989006645	-0.001573328389825905	0.022110223434633175	0.01761936754828178	0.002578338232531857	-0.00655580163058643	
NP_004926.1	-0.1582699601107066	-0.04785444967378307	0.09401750488296531	-0.009168260265571498	-0.017586106735013277	0.020495157271633594	-0.051325780610043496	0.03343588310723713	-0.05352821383580969	0.014445256644500413	0.04361816461284366	0.06888935276118943	0.05236971001857448	-0.052008572104308676	-0.022028278645815136	0.001778557901552504	-0.00556567957381267	0.03781939322329956	0.007606804873662866	-0.00914556710221238	
NP_001790.1	0.019143542755480126	-0.0912131510503683	0.04216546481801222	-0.024436087840906288	-0.04185873752262285	-0.04122476267534956	0.02638513582186165	-0.033283711559443346	0.03151304722470917	0.026381280518487604	0.005769790125669681	0.029013390270367034	0.0027242714947446063	-0.02372586426023186	-0.012009982827358719	0.005777550999557819	-0.00666437093559704	-0.020873307947966335	-0.007617044934335821	0.02295760243216785	
NP_001251.1	-0.03296391915636331	0.08466147850535703	-0.012335048809666948	-0.06544075043702219	-0.015902999443516315	0.013643612180688252	-0.009664342538259927	-0.0017856878400745423	0.02912555188718055	0.009334682271153033	0.019485595494681998	0.02268513749280151	0.018270211893297163	0.03151874901881667	-0.02203297045140559	0.002813445229733819	-0.0032532345456758992	-0.002780649955686142	0.010910701561524187	-0.0322918561999864	
NP_001252.1	-0.10513638992488696	0.02165157654852922	0.009952156056468658	-0.016294571856139334	-0.018548363125794283	-0.0013520684067146003	0.00203675005464077	-0.030218105606056363	-0.007239121459770158	0.0067999495736971415	-0.025679835291961613	0.007459380671476516	0.003926335780306467	-0.02294449192630692	-0.008536561415275193	0.0010969850173877121	-0.01359865680951442	0.009726236523458952	0.015340572660977705	0.01285979564669891	
NP_004187.2	-0.13812087484805582	-0.06539837805070053	-0.008025969030805127	-0.02667198543043759	-0.08380120009151301	0.016468347295772717	-0.02767089044147973	-0.04216828736123485	-0.007921436149419241	0.03360419037960275	0.003789575830731115	0.033059969340620395	-0.03237061464443825	-0.041457562423509044	0.028614299179672224	-0.00627804835627271	0.009555903335604356	0.01971062835548466	0.006937450708174597	0.030477265697139034	
NP_003939.1	-0.10995749550684102	0.010418846913663786	-0.025529757147197542	0.01587127712691227	0.0302878567999832	0.0145646086726124	-0.006754322025822424	-0.01608968402942908	-0.018839760136839023	0.013297268803963473	0.0061146289854046455	0.009683956045187547	-0.016780312165423205	-0.005543518661524143	0.010747991120238167	-0.0018568428986154618	-0.00831653716528918	0.01373187189725123	0.013172908345161759	0.002048756831108817	
NP_001107047.1	-0.08584512208224171	0.061877124195456816	-0.03147989320420492	0.008298945102700099	-0.04864448668700856	0.005416068268607207	-0.0017456640064502863	-0.0381389058711846	-0.05962180865139999	-0.010694948136504068	0.024227048947702085	0.029014233723555174	0.003185223943197621	0.023729207851286023	-0.009552332611934819	-0.009512956882439949	0.0009744619887826366	-0.00795448830384013	0.005837693820267061	0.015948597106030214	
NP_003150.1	0.1376227117064696	0.14808487806592135	-0.01068164726169133	-0.027579360767436008	-0.005766185367893579	-0.0744279551046349	-0.03123811167431146	-0.052068119866515224	-0.007495102255566658	-0.0033287966302912534	0.009343644238367177	-0.0029129239030905706	-0.009234169958387653	-0.007497722340806096	-0.0031047646474369104	0.006793927531246032	0.00133498345251302	-0.017920597351977065	-0.001218107160525356	-0.001964691744246818	
NP_001265.2	-0.09953715437606939	-0.05810147336513369	-0.034474522377420554	0.04155708382743153	-0.04086114011932691	-0.03646131218056431	-0.03162390595621593	0.02715334709660811	-0.022837456674231607	-0.018363739042339837	0.01094172307596143	0.007859928534367136	-0.007327461183726448	-0.015897637455211045	0.0044420355824514755	0.007817129801061333	-0.005820619585303322	0.004711755413539137	-0.018527185958490094	0.015597029741379853	
NP_001005735.1	0.09958266542467763	0.04698087256278421	-0.03150192601996902	0.06877634336906945	0.008754933261050214	0.005950945413191609	0.02365064995988134	-0.05667527609325558	0.013327541227691649	0.013684375037245714	0.0390019900827378	-0.0009373669397668503	0.02444272583955365	-0.016548306397357142	0.008647857494431336	0.005204610599355527	-0.021635427188413853	0.014265270994122068	0.0036627092398235986	-0.023787354758577885	
NP_009105.1	-0.09134235457039636	0.08092159947210821	0.07878109533464601	0.05350116333897199	0.03423971939458205	-0.007962830413728033	-0.008267244113053277	0.0018552252901533892	-0.0007127577386284535	0.007567021328900792	-0.02602668380179086	-0.0025153383284377533	0.0005418893342048527	0.008143850903705964	-0.018240693214590816	0.0007954775687193472	0.002398428303980357	-0.013279032209382157	-0.007004510103880246	0.008562227856882683	
AAA61480.1	-0.10396645406270844	0.19357465191033077	-0.02322004824112423	-0.09113789111979587	0.05178866432420626	-0.037603924890748916	-0.0031116757256857315	0.025064192613813225	0.07528940710139305	0.04191361413821164	0.048367895409514576	0.0021540807752044636	-0.016478377611326516	-0.004886417501996183	0.03346867313412337	0.025050678766229552	-0.020327911464975566	-0.004061875393737081	0.0040221368157317755	0.00980640848441938	
NP_003984.2	-0.08181691972661986	0.1912554955915552	-0.015859973511439068	-0.11259246887936519	0.013118310593691843	-0.0018153616157948593	-0.012356247794162152	0.04134157439056235	0.0998735102942754	0.02826186336841645	0.00014869842308848518	0.02300668913321292	0.0007968271015289719	0.0003549057080133176	0.014622532921936538	0.01905403906758219	0.016621092709422504	0.04232435876281487	-0.004856930086557883	-0.010461413826296236	
NP_003983.2	-0.06679002187369944	0.18153623223788823	-0.043101285080295544	-0.13297403021761703	-0.019110917586965464	0.03309303682054998	0.037417634015344925	-0.00026018852015753614	0.039508296015063	-0.005355565538070431	-0.008404343850863888	0.005303667906740757	-0.027539448044841607	0.014170637825730737	0.019749446048008868	0.01766190438610729	-0.0071989814419525094	0.01164852336942444	-0.01433844198182949	0.016762342952070422	
NP_065717.1	-0.13267166136249212	0.14772589867899097	-0.034234089369291607	-0.07673562527756575	0.012556010114632355	0.009864304018258264	-0.0028054509595671056	-0.01101836958608093	0.055329894294594506	0.03435767342812034	0.03757838674584637	-0.009341837128136472	-0.018998050180958397	0.0059736702249785206	0.056347550039041315	0.030333161550229866	0.003532012170986436	-0.005267503728178582	0.0072446478191623715	0.0027167500629241654	
