protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	
NP_001195.2	14.075327644738945	-2.949970309504446	8.562851312989052	-1.9926410116475508	3.2407574975768405	-4.929674650478461	1.248191061313471	3.8937641678464057	2.237729867956906	-1.9698652820063596	
NP_001712.1	-3.0610668950144104	-0.538371474131604	3.13006424050542	6.022862341275016	2.186513845056436	0.1893070295395775	-2.493947654340922	-0.8342140314068204	-5.528779075711984	2.761086657871205	
NP_004324.2	4.2082695665261545	-6.7487683895176485	5.51798235992214	-1.0204187854003604	-3.6249175283821033	-1.0319653341791692	-1.7893553725578408	-2.878859777717072	2.1518636425414073	3.175582893377326	
NP_005966.1	-13.285255810891378	9.452500721308091	-0.44131561090246413	5.446631981406985	-4.155778743887021	-2.6651208344454105	1.9536814554155932	1.1436725762998161	-0.21073360537641944	-0.9070595023305144	
NP_115806.1	4.494096334477655	-11.291616283280357	3.2926896797263163	3.799896358741872	-0.897145781998279	-0.44325483557920975	-2.582457731464428	1.1836334877423282	-1.258240376546226	1.3647108723670227	
NP_003948.2	-3.476137125210172	0.12361345964808476	-0.87919407268763	-6.637538851910073	-6.667306205140746	-4.739084786726939	0.8477730954934783	-3.133347467190642	3.4693847427226463	1.9213961980226684	
NP_000052.1	-5.869427634926479	-1.9115544953744108	3.805505996447212	-1.8016800898020875	0.1576703281518545	1.885790985857551	-0.1861728583207367	-1.5586519736184652	0.521209856398456	1.468414509959257	
NP_003647.1	-20.130736523887208	4.396686580812322	-2.4402436218998114	1.0543539693317037	-1.6709077145734355	-0.9574879474721256	-0.8062812762057232	-1.0659166786275076	0.7002793023735825	-1.259618093184087	
NP_065130.1	-19.63658875233649	2.4847988422683938	-4.066981267003059	3.2883183859211926	0.6990556288267394	-2.960989425208971	3.8048850384714843	-3.2610650852371768	1.1015292289078322	3.0096327145856754	
NP_065172.1	-13.351179078552132	1.252752790653311	-9.862079840920485	0.5596216525431815	-5.690492967586327	-2.9479905111974025	-2.5943403374655434	1.1962305424491946	-1.2302035930064565	-0.36348425631324593	
NP_741960.1	-13.962181903978847	4.9906352070638755	-1.9801804439668633	0.6866800508139903	-1.347817135129969	-2.412912274417857	3.9231689502357465	-2.9770440609944187	1.7452978927830591	-0.2807190784024837	
NP_001211.3	-2.4786868234005004	-4.142134545853691	3.909483190791159	0.34449312390555753	-3.1296312827340156	5.996921806837227	1.1961856660381394	6.68177991983123	0.9220022110999626	-1.895425389669723	
AAD20442.1	-14.851077193378982	4.848922210697354	5.042531278710259	-2.3055199504270663	-3.081078902622595	4.219706982307988	4.319327046878741	2.546149317594157	-2.0876739440937953	-1.6869754511016164	
NP_751913.1	-12.322245409607714	2.1446570211800484	6.331167480431364	-2.123976997519719	-4.153186083727556	3.842319746592012	1.4341445549428362	6.487431770668035	0.09864284473250805	-0.8177374661663143	
NP_001735.1	-14.496593054192886	3.0949982737841055	0.6541785601773755	1.521905995727873	0.17616891294827544	0.36024374607792337	1.373617094455935	-2.024099373814161	-1.7231195329014235	1.3654120333144433	
NP_115670.1	-15.285691691819169	5.751168588085128	-5.030313351013639	-1.4020629483467728	0.26798603801899035	-0.8371897482980507	-3.9443585889676274	0.6265841658797332	-3.58425905405219	1.7206991765421389	
NP_006540.3	-11.182991930968294	-1.5783634966990987	1.3382579517608395	-0.20380499522311246	3.068733589132222	3.250781901891771	-0.9963897287361893	0.9403634715569216	2.1388399835407954	-1.8934886749581565	
NP_003679.2	8.161467400290443	0.14009438427094625	2.180207874687348	1.9383612778455321	5.1475307851950545	3.2169049779103682	1.8792637023168035	-0.0886957123248084	3.1918544769712978	-4.380658626607128	
NP_277023.1	-7.042081855397183	-0.9693211977888344	1.1704411179836698	-4.971971048666233	5.568288244356628	0.5817136408009277	2.0516707359103292	-0.6011039723760991	-2.4472847287707054	-1.75319106865767	
NP_076916.1	-6.972374189456428	-2.9996700115233708	2.787049802308722	-4.941508739305607	7.146718189247478	8.100804385951113	1.96060257028101	-3.4431326460730385	-2.5999818058389526	2.333164129516716	
NP_003709.3	40.864592935270764	-20.11482505916605	-6.508012826447304	-3.8568844584347164	0.18841882744318547	-0.11663168426663786	2.5429356565642	6.5402883539881085	2.37072979249418	2.8443948485035127	
NP_055891.1	-12.647125354592756	-3.1584650173526234	-3.89589233206922	-2.9636706936855184	-4.773431728085423	0.5136341965671581	-0.8921523381083414	-1.0782016168880098	0.9785704807963506	3.013583386847306	
NP_001789.2	-22.90088706054435	-0.3011741662576345	-1.1715732967213075	0.9724230293778262	0.724518245846671	0.35439209243364417	-0.9657902687561715	-0.30495924789222134	1.7422636768627353	-1.744359798347202	
NP_001249.1	-23.835993346061333	0.0075963418464710785	-1.0492410828160337	0.38014955275354445	2.2837562861951697	-0.6464206436606388	-2.8526205372892424	-1.2697963743656113	2.53003490359904	-1.195989098926306	
NP_000066.1	-21.73364119622241	0.09847198217538795	0.4096424968947457	2.918239513903366	-0.40968295736837623	-0.4490760152200876	1.7661108388574671	-2.757522688816835	-3.544813387131611	2.2518104206191274	
NP_004926.1	-23.88597449495484	-0.7292153129363217	4.576451773700099	2.7625835360803612	3.4515043829150036	-0.1207682142044563	-2.254740082310656	-1.3656802897078262	2.6762742593861297	-1.4361925382125271	
NP_001790.1	-21.216870509211947	1.8459756976993014	1.5173070338460386	-0.0715869032591657	0.10226577318514661	-1.5555816981103407	-0.6568763780173403	-0.12570153016675553	0.35120051327700935	-0.4232523759184695	
NP_001251.1	-15.401688617867215	-4.041221912968657	-5.470909121049701	-1.7135591698151762	-2.6189200630693663	1.53298842289125	-1.6851181445462462	-1.3105143290821857	-0.016905696278142163	4.353163163375337	
NP_001252.1	-20.438240240773442	1.9537087054140898	2.9794307657278565	-2.6320476694455834	-2.9871586459375568	1.8864510331995867	-1.040662363178505	1.3617264134962352	2.6542650621699817	-0.5807412081233276	
NP_004187.2	-18.9518483706133	5.4208275344149435	-2.9796349343398107	1.1846354021434113	-2.93920127875365	-0.9132276307223204	1.778902260004352	1.1798623508103838	-2.6819417223857447	-0.5034690589734767	
NP_003939.1	-14.020780326791852	2.048948463175973	-0.7606798244928077	-0.7549327896951291	-0.3998558354538121	-2.312543170878176	0.3097392568006489	-6.959140343742305	-3.265427771155727	0.07917712385786008	
NP_001107047.1	-9.281223369368032	0.5721190694240208	5.184591943802727	-2.7137067447306755	1.7073876989282823	-3.8898152125907286	0.5912796963495384	-2.5007406764682187	2.673443495496205	-1.793899531116951	
NP_003150.1	11.807627687824498	-10.078060143111204	-1.5429788128565853	-9.824247222439547	3.602243773153556	-6.436827646985695	-2.1006386256307037	-1.3893102430171105	2.910504650552372	0.29738599205233024	
NP_001265.2	-16.055934148659176	-2.3732951846036405	-4.389136746738108	-3.4920415151496327	-1.6073648063476993	2.9701425647291706	-2.57825035093694	0.6028632822098942	-2.571050347442978	2.933331533656283	
NP_001005735.1	-6.5303672576807585	-0.901297935292116	-2.4521417505356586	5.904738784561375	0.2122451904131266	-1.6848213741242828	-0.357225221840282	-4.533392581063425	-0.7454870720991249	1.7256951898971373	
NP_009105.1	55.50438501919113	9.911225620628338	-2.779501183538013	-7.953224735184227	6.7501110556394535	11.09530950973967	-1.679950824684642	-1.8787806225901549	0.6056214149578715	-2.1770926771465735	
AAA61480.1	-19.409945227643608	1.702787594405908	4.066536014699709	-1.9136385724943368	5.590078693835285	-0.08880062842873748	0.9941294713190946	-0.9479531829532593	1.159081829558077	0.04991263055240253	
NP_003984.2	-17.592436344977344	-0.2914189988837414	-1.2764456314481327	-2.104148920007081	3.8263847491047276	-1.1878888294431085	-0.46050004331974476	1.6982305091686234	1.765698920832274	2.3493283805563347	
NP_003983.2	-15.590229523591107	-2.9017799569901688	-4.3523911234969574	-0.7016641476789446	2.1300258287644778	-2.4224276808034038	1.2502049026053916	0.07185322771716476	2.3378288046553553	2.8365873308777076	
NP_065717.1	-15.922215401092554	-4.322394699257889	-1.8040289796530997	1.6585099077563692	2.848063295905816	1.8714553282529367	-3.7138017768033333	-4.200562607979487	3.002571815730691	-2.129089273171353	
NP_005202.2	16.91895241549525	-7.30649191588817	5.548074204770865	-3.623518715532013	-10.306576013019642	-0.5792417287185864	0.3572437799382587	-1.9381950243427157	-3.5404196457067623	-3.1325469985589733	
NP_004374.1	-16.179156457243785	1.1983253141210606	4.849454696040585	4.983971490120257	3.2032209038065336	-3.623692238476611	3.037528766101854	0.777720789572166	-1.437197055508772	-0.779940938233967	
NP_001883.4	-18.575830526529487	0.917704391656216	1.0836137979601654	-0.7055632341260769	-5.468076882590331	-2.908507193006633	1.7270975342997688	0.3850800620154059	2.5765241657114983	1.1849469622777125	
NP_660204.1	-18.47550092755306	-1.737883669824101	-1.2297371377290724	-0.026317287728973873	-4.579329918022662	-2.4393892220272693	1.6678097363723323	0.33775888678353494	2.3615948868372616	1.0662258132194393	
NP_620693.1	-17.747443077755037	-4.575748070986054	4.588569707417514	-1.0082630334314098	0.5353004394652279	0.7861420410216218	0.7283362661515642	2.3492719732109744	0.08271622258267831	1.0975506276928373	
NP_001885.1	-17.99476324341466	-1.1529862623689076	7.377346799169781	-0.29066973054952683	2.108805659521541	-1.181107557283615	-0.588162769900576	2.9055992798961	1.074560336719929	3.0723251061341714	
NP_071331.2	-18.374192001601095	2.0313659626583966	1.807422754759169	0.40770253267241985	3.2769151887660786	-0.3844009334686365	2.1543874472634528	4.337979510652697	2.4072950789831657	1.518532607321043	
NP_001310.2	-18.374566276013727	-10.090830238840235	-2.49910239830399	0.49846450803488385	5.133286062327419	-2.2236690611019587	-1.77054715852049	0.4313270585047512	0.6888077271021451	0.3890216971889816	
NP_004375.2	-16.026779208882907	-0.5502491637644774	-2.9812065413861646	-0.20008978625510648	-0.7033085658933923	-1.779554838667937	-2.9122844214041845	0.6947933798381155	-1.7739089702547717	-0.20431291448101813	
NP_001886.1	-20.008621873545803	-0.4248127907145468	1.3784579020271361	-2.340838534186748	0.07464603193213815	5.758782223285976	-1.585582940582741	0.6374583555646581	2.0483578766597654	-0.8972359935191585	
NP_001887.1	-23.113928241913275	0.2655266652876649	-5.552796999715304	-1.8803810441603723	3.00973273801456	3.769316161087058	-1.428069684615445	-2.560549058359309	0.2399426166785592	-2.0582589138323826	
NP_002369.2	-12.736528705479417	6.1006310661724	-3.276608461633635	-3.1525135948518206	-4.1018183887730055	-3.172678091142425	2.0993311948360076	0.10563907325890196	1.9781935878706627	-0.04502247220336462	
NP_004929.2	36.86115404409111	12.439440479825834	-8.464370958884215	4.074190039690657	-1.8963785370364483	2.2177615481422643	5.024306934075849	0.5111214126856678	-0.1996535034242419	-2.604875330459236	
NP_055141.2	-18.285883060516912	5.035537005604558	1.5729399593974376	3.3522521025190075	-1.1521812079293365	-3.282663340714507	0.4381502625786458	1.4170355526564202	-0.5419287231675716	-3.012497769003711	
NP_001339.1	-18.110683905188704	9.203683136705786	-2.271069502480856	-1.9976669677474566	-0.5642118108159342	2.863840555721443	3.1847047655655483	0.1290806802066668	1.4838330898506529	0.6394934282045613	
NP_004725.1	0.23292063805950797	-0.012627099535303889	-0.061753045738770385	1.6277545069784058	1.2781489912450994	3.7935225069620824	4.226709696903522	2.6376013897941673	0.001193843188009071	1.2956588669858822	
NP_001035351.3	2.519842538812911	-7.595800651926633	1.3829096123003444	-2.4870111490093523	-0.35336439619939947	-0.7095270163353066	-1.3773225934222422	-0.2128902191313723	1.1112604443550018	-0.4962933743474252	
NP_208382.1	-9.066790571203715	0.32694558431909143	-5.80944332775063	-1.6839081714914441	6.769010903585844	-3.23619622931983	0.8441025559910137	2.0781238398169806	-1.767973138606613	-3.135549088866416	
NP_001945.3	4.0935371861125125	-4.5463030265518585	-5.8634761472593	-1.0045490487370954	3.8668269724213133	1.7318249643697208	-3.6894553695720473	1.5605717808751678	3.849174044069887	-0.6411066454296438	
CAA52777.1	6.270178692944769	-5.878608398013136	2.649090788460982	0.800282588172876	3.4257265107767063	7.642278933108115	4.6535921082765395	0.024387350040572235	3.546687983270462	0.36407836993398707	
NP_006292.2	5.916352776836349	-10.943052571587796	-3.8367552211479103	0.9401992163263692	3.9158290065340813	-2.877613026064644	2.0734785914011518	2.042548278439184	-1.0152372827515617	-2.7319140327717983	
NP_004400.4	-6.452785672426669	7.980914093268083	-3.4022717471803205	1.2165724627846422	-1.6281913104741972	-1.8778053917332396	1.8834831394081328	-1.0969656319129366	-0.32345955769759877	-1.934052195525646	
NP_059995.2	40.75928580850124	0.5206994662351152	1.1106648182327221	-9.789885588403829	-5.908000197048335	-1.6657811688419046	2.4683670771023807	0.08762013623593477	-4.377305382444771	-2.206503837241376	
NP_004751.1	-15.22766233694712	4.313601473310285	-0.16523132047846825	3.8843160874850926	-2.137567517770301	-0.9656872399184581	0.2721297674622666	0.4968729457673644	0.7895873518602423	-1.9064970620305601	
NP_004217.1	-18.76942762765961	-5.505905371198317	-2.3916393791214623	2.3453190181694064	-0.46308794041594	1.7292764681210864	-1.759927285581339	0.28751829411609536	0.1762537584420921	-1.8624616838364145	
NP_569121.1	-10.209117932538156	-5.348747119935642	6.3628049366154125	-0.580142034757639	-1.4627274852244914	3.7713804493480136	-0.9224666347804494	-0.5262475065464254	0.6516552278051778	1.6246374201333587	
NP_004705.1	-4.286462011143178	-13.644552611311589	5.222827332194924	0.1084155072263787	-1.499994430789809	4.519714951199684	-0.39751456830888127	3.129512679567165	0.5938143833580322	2.9524454123260506	
NP_003574.1	-10.83315783463017	2.5018123277484587	2.3668019642726175	-5.037449921976444	-5.196262813360963	-1.6067964088149314	0.6258134427503808	0.23323624615363367	3.205675413983001	-2.120525902818336	
NP_005219.2	19.603531128326292	-8.552168780448202	3.722057288999207	1.2809393765518817	-0.7776415457653016	0.32615783672714144	-2.883682423082081	-0.9120855714177772	-0.0773550099034698	-1.9872820881514102	
NP_055228.2	-7.159443990060475	7.024015990307523	-2.0402410622174787	1.4500309545471457	0.0805825533747111	-0.9940775622232477	0.9813479765133793	-1.0942606057117628	0.8063117600013134	-1.476301405850397	
NP_005223.3	12.956649087652526	4.502601496029096	3.076745149781246	5.807834461494516	2.0036446071145244	1.123067933522619	-5.089745228511615	-1.3962316498051281	-1.7611134098718764	-4.764152516311313	
NP_004422.2	10.281665689417244	9.862472786011512	-0.7731373261399278	-1.0104037101442367	-2.552778948648264	2.3282229093971765	0.9171106757613436	0.6472899068373668	0.7687167724770155	-2.4498813839793274	
NP_005224.2	12.599843870750002	0.8920852063664357	8.106858494241875	12.486064280459562	10.367459901849974	-1.3566735045117155	-5.370626527426439	-2.2567160230397847	0.1914351468981695	0.6081967888276099	
NP_004429.1	11.156820063913734	8.342948261792392	-2.2042492548817285	8.86178011383466	3.7302774838909674	3.2712404317528323	0.0046326294457011774	1.2381942329245212	-2.6169404989565925	-1.7912679817204529	
NP_872272.2	16.122744293813493	-3.6509578417344204	-1.4668133727116486	-0.5419412045795785	-4.062650529008173	2.0807610724121814	0.2864325211674246	-2.1782844183738557	1.7488991279026858	1.3307222527994342	
NP_001073917.2	17.647129209986932	5.834576514311126	5.749527375164631	2.387485371372209	1.9975106086055685	0.355269396215455	0.37096450155698485	-0.9518934329538074	-1.9942391047931685	3.2255303379840607	
NP_004431.1	6.811395197184944	2.0623640728319255	-4.120940022828738	2.0433863263240872	7.827593785388842	2.6510189997559754	-7.547842553009432	-4.2495063901020975	-6.633928187799688	2.3342159397985176	
NP_065387.1	15.857195434522135	5.279524839158141	8.202602341471163	-0.5718943921943821	-8.397676815829472	2.383250346257476	-0.18476302801095912	-0.26067704676229897	-2.7911529221275204	1.522358772740402	
NP_004432.1	15.192315698189276	2.9389435647204936	5.444913095455064	9.220549730352717	0.03703795883306534	-4.507671075034904	-2.4997748982442944	0.5014161848008223	0.6326439258288823	-0.5842889838731756	
NP_059145.2	12.105932274593428	1.6145485104154766	2.1415038762178917	1.6626050030196415	0.35614638919826835	3.895632415780479	1.2059256983470543	-1.9779427675368295	-0.9087674407771694	0.3104301121194317	
NP_004434.2	12.240327940864095	1.553000110832466	-1.0779127331233573	6.095942462812732	4.7743165293563585	1.4502659837165586	1.828597148290642	-1.770578850200287	1.5052975169693952	-1.2323096663405682	
NP_004435.3	11.945460886197491	-3.1512521930810995	4.377883396710786	5.778916264968266	5.429010041115987	2.0448308419673698	1.5674512912241159	1.3729416861412056	0.4627050708972873	-1.0374851164825862	
NP_004436.2	21.484445966773226	-5.119725458627575	5.387030420668448	5.457572132718607	-7.399158861663703	-0.9004467614062587	0.22159290720173871	-0.12925136542441776	-3.229288739912058	2.005545913946509	
NP_001005862.1	25.256494718569147	-0.21030964691753445	3.769201749788299	-2.762175851898445	-5.190924140958529	1.793462724020586	0.6027348218912115	0.6973768960497467	1.2857436225640726	-5.392673837175785	
NP_001973.2	31.75361527074575	-10.857577150877221	4.465588426789098	-5.267175931813054	-7.524056374961331	-0.5919731116136268	-0.29066309770887816	0.08511639794082616	0.8107621119171268	-0.2079017420089718	
NP_001036064.1	24.61764335661801	-5.116846854996272	5.3456897334998095	-1.627767415185101	1.3148129741013428	2.7722513333415106	-1.8251203131758162	-1.6282501254820778	0.31311309876658255	1.1638092033518566	
NP_002737.2	-18.343041924563533	-0.4122283328423808	-1.5090736081795821	-0.9446796831847076	-2.233630577491623	-2.23011305702705	0.1561514906613717	-4.113687523448572	1.6242458323309061	1.7926358409937233	
NP_620407.1	-19.51656954679058	2.5937845665455193	-3.405132296371106	0.5946938856953081	-2.13860141907049	-1.6639133328666282	-1.1497794934259438	-2.4900769409807415	-2.4757729828228165	1.9261723506964687	
NP_002739.1	0.4113113223698709	0.9989297948432381	9.815417803721498	2.721637879601145	1.7424171981421244	-0.632688949445841	1.982383342032347	-1.777754792208603	-5.683955690619942	0.3776629794498589	
NP_002738.2	-8.947784374005966	2.9780934851389143	-7.433107982774201	-0.23152234905943092	-2.365389842277469	-1.3290929107072402	-0.2531205925678306	-2.9892388280809907	-1.1538335601760152	3.0281850760464986	
NP_002740.2	6.920296015024065	-12.843014711785315	3.2084795210658323	-2.3569698059464974	-3.183176105650675	-1.416429299104982	-1.4653603428091824	0.431752652267946	-2.6966992197425736	-1.7005431122776975	
NP_620590.2	-11.182918056222588	3.7364536412162495	-3.654913851760626	1.814400641421193	1.601549570720433	-2.475973140928755	-2.461824052927356	1.812894979598329	1.8645572793509517	-2.386882099965671	
NP_001424.3	15.318576611385206	-4.847453050558963	1.4916613837932633	-5.229171973297346	-8.54004496699936	-1.5023231137246014	2.6927283725145497	-0.43021482571473807	0.9312100215646083	-1.5972639936220763	
NP_722560.1	15.27596287402378	1.2453631573845945	-3.1368696907701032	-0.1853867783484441	2.611189557261787	-1.2579974704465975	-5.159897785818139	-1.305026217852713	-2.0981560404118356	0.02969575296002943	
NP_005237.2	0.5501931258365343	13.411141305457132	3.2046631695772367	-1.5776763872983668	2.229521115693436	-0.6332407354776152	1.2273882721409444	-1.3763169329603289	-0.8030280949318208	-5.646787937107604	
NP_001996.1	3.307304352788183	-1.2013440018521053	10.28324892291167	-2.6140961018033315	-0.1281991542840762	4.285847422984764	-1.170922477259943	-1.4294240497710444	1.3190693637988247	0.45158245577500467	
NP_075593.1	2.0205162514318085	-0.5153005433820478	-7.796540479993371	4.4784590895256775	-1.7428895391607573	2.1023646197236596	7.646925859222936	1.964775531846079	-0.32376517621148565	-1.285924329310197	
NP_075259.4	5.18550656574471	-5.793662669353557	-0.22873335099116524	0.9487180387870775	-0.12552726575057693	2.0832513974951063	-1.7865062553421638	2.214155185233117	1.094227228157902	-3.0255703809100467	
NP_000133.1	4.32095797076662	1.4727356437460817	-7.565399259908948	3.600328379218857	-1.8843491818292288	-2.990530282382256	0.6535699613424779	2.3808678316362872	-0.813763367379276	0.785879327947294	
NP_075252.2	0.5309349673345904	3.583111886536647	3.099955522256641	3.163274415173522	1.290976034412978	-1.1352012846451895	-1.9149692279124326	-2.490880962009682	-1.5183517666170778	0.47009697899526043	
NP_005239.1	-10.30019215497968	-1.0947250738179946	0.8816290690041175	-1.645523705658658	-4.645482633443184	-1.751037206219401	-4.343974530822615	-2.4579997348461773	-2.5781921975824034	0.7308826266671825	
NP_002010.2	29.391048635849796	8.349162888736396	6.307828972264329	-1.6584752348620129	-0.2821410831029112	-6.281572835579512	3.0211349969243324	-1.5246074005056187	7.24553934190392	5.837928343455613	
NP_004110.2	13.239546938516781	-2.2873998514645573	7.271735286188685	-0.15209394024553696	-3.1146385503234044	4.381245291732793	-2.01552969605928	1.33087103386018	-0.26742867442408574	1.8280961535505558	
NP_002011.1	28.968123403229068	3.308146198750129	8.734005237705379	2.1558644783081515	-1.0700141208133938	3.8515743523308377	-0.16336105639207144	-0.6884261891840476	-2.3215864812246565	0.9680256923874206	
NP_002022.1	-13.366831883719257	2.903211224451925	3.3114484609267176	1.4399768353163427	1.8193638819141487	2.5778287347754447	-1.576782609564198	1.7656136416090638	-2.0220476672199355	-0.7706311289645008	
NP_694592.1	-11.561271625666219	-4.3289640008406645	3.513358006268428	-2.4094127375344723	-0.6580694101748303	1.1169136396980068	0.14223455943503668	0.6130599197104614	3.191035078229647	0.3917513620196469	
NP_005246.2	30.30416848953278	-8.526418679003164	-11.275526745602207	3.9271927014692687	3.9986041277473414	-0.14025005203431012	-1.4264213663615637	-1.3363852844864155	-2.0916453494268072	0.5041057788100902	
NP_001013725.2	41.294963261385334	11.718045878440085	-0.5085868557542931	-0.9710391879039731	1.6424400572094622	7.2411891605511	0.7985674761689203	7.049566031038059	-0.9325613366581448	3.0324176878129605	
NP_002920.1	-11.144325172582978	3.897515351091735	3.265766056637963	0.6730254854073751	0.2878838953258652	-0.6090876224867126	-3.4302037818904805	-0.8316121475156107	1.029205675128245	-2.9012816564197386	
NP_892027.2	-13.93643972455483	5.553358229221623	3.70428028957257	0.41869959310522864	6.561873197196522	1.4882096898821269	-0.7759739939915915	-1.7268160683388698	1.586473599455663	0.40928755395135397	
NP_631948.1	-13.828284442220445	0.2776752948688218	-4.429353712711013	1.3424141551985695	3.580970709615232	0.9237545250017614	1.8746611064283474	0.04079032117110286	-1.4931357914605194	-0.5537198977074667	
