protein	pc.1	pc.2	pc.3	pc.4	pc.5	pc.6	pc.7	pc.8	pc.9	pc.10	pc.11	pc.12	pc.13	pc.14	pc.15	pc.16	pc.17	pc.18	pc.19	pc.20	pc.21	pc.22	pc.23	pc.24	pc.25	pc.26	pc.27	pc.28	pc.29	pc.30	pc.31	pc.32	pc.33	pc.34	pc.35	pc.36	pc.37	pc.38	pc.39	pc.40	pc.41	pc.42	pc.43	pc.44	pc.45	pc.46	pc.47	pc.48	pc.49	pc.50	pc.51	pc.52	pc.53	pc.54	pc.55	pc.56	pc.57	pc.58	pc.59	pc.60	
NP_005154.2	6.001311295414783	-1.391287061740865	-6.008200012270172	-0.18208700644537032	2.988176114182268	-3.3871528485874225	5.855316246147229	3.9895529236225746	-1.9211299982877312	-0.4562638468832997	-0.41144931027365994	4.23700184962894	-0.2599854623434619	5.43960926036504	2.652026064163653	-0.005228819727395793	2.3537036981315818	-2.0114368814958925	-3.0480433033457692	-0.32752172035350274	2.2396566957030717	-0.6367078817705186	-2.30223012399277	1.1888676644361844	-2.834365006047101	2.9740768512394378	-2.5797916204905706	-3.014403900566674	1.9008903054800006	-3.18719589639621	-1.5249724570545367	0.09476568738003588	0.7298316928326009	3.222367068151736	5.91340536140147	1.779536155314932	1.3283301487475108	-1.384517038110956	-0.055130322218730314	-1.4295257954380636	-0.9773048831000118	0.016867439607960354	2.8885096595316875	0.07857029485863817	-2.371901800022134	-0.1745799696499136	-0.21263835285936739	-0.4793190674659304	0.8226717033323996	0.38983481731114117	1.4328142368807089	0.7956407072284398	-2.535031140869282	1.4354922219129351	0.8267610400269074	1.5050736771478452	-2.42600950539962	1.302770191702213	4.507240588398464	0.16453782653313717	
NP_001617.1	-0.2137053594117146	-2.301431172984845	-4.91644334239723	0.31570676512149304	1.210757321907909	-4.213880401504738	5.4382255301065925	6.505216252985359	-1.590425970012749	1.00668069232794	1.9939548012671364	3.2287404169067275	-1.7875090514540242	6.424336283021311	2.732582765954071	-2.2863086226479137	3.6522045012338045	-2.5747836611983663	-3.1262460150246416	-0.3140772149066033	0.4218207508001852	-0.44867993336077805	-2.228428061083802	-0.5913049221313507	-1.8180890227298052	3.469180321817371	-2.9739556932986666	-1.6600709990601854	1.1185236764528292	-2.609883181010891	-2.139449706088139	0.8856184554869009	-0.3604581976323684	2.690926168036432	3.7374142689703573	0.45044552838307045	0.5857617481439041	-1.220967574083402	-1.0307460651469098	-0.8638051585594831	-1.1030082741813083	-0.7156235419509089	2.171579565336719	-0.6016028282888521	-2.4266743922262433	0.6044048649519287	-0.8335849953298569	0.32762684825360455	1.3277960055155669	0.3581478276665724	1.1095613601229795	1.637089020260096	-0.528502821358352	1.5211552111256093	0.8696655451882279	0.39738156855528434	-3.2123947035489073	1.621434325294436	3.3410495653946155	0.5956857724977892	
NP_005456.1	4.412256939372607	-3.733934921060299	-5.176004927174745	-1.211612615736731	3.8667179243268404	-2.9302077281187833	5.3853527777063315	2.87509095170166	-1.0458780046562914	0.1488707737315961	0.6440737653341373	0.9567627449187579	0.1458084097253878	6.051649557518316	1.6198988600278965	-2.1469313381866884	2.4025909836227735	-2.7988964542752925	-1.999283947026678	0.24233845880565308	-0.6495045509979751	-1.3132056591029924	0.017000580995844724	0.5355423106829401	-2.515254789987158	2.978243720849827	-2.252091923152449	-0.7480816533399806	0.8924750774895677	-2.6443293657288005	-2.895130386186698	2.3036485343584276	1.0054687662098096	4.550104752574519	4.444810664008229	1.8270483869273138	2.3626154834358464	-1.3862734530806773	-0.6453134350001607	-0.6349525217168623	-1.85762321001525	0.8452633721572866	1.18224990571471	-0.6287626255052904	-3.324294349211134	-0.4116108796385114	0.17855736275762424	2.8402835616129205	4.303761897221145	0.3436408344483292	1.759160734928543	0.9405910030184413	-2.184238385788744	-0.07467021041860497	0.8518077533941905	0.2712977236538057	-1.9402066593507958	1.8811422986251642	1.2036049769676835	0.6088715981533186	
NP_004295.2	-3.4114416266183043	6.546149430338659	-1.027831283032412	-2.897252371406884	-0.5229208267861061	6.709053131630231	1.7707285991982264	-1.5151826849487329	-1.7970522829060451	-1.7503880520946518	-0.747786408842785	2.9212112557091117	-0.23548699872417117	3.5735224043362708	-0.29971360137484393	-1.8445916617819949	3.4258164073712734	3.749406055514433	3.1097892831307963	-1.2054369939867948	0.5891998791892638	-3.253212051776129	3.138003243279305	0.6247748687061014	-0.9553301488536677	2.9640723513653455	3.576666635816089	-1.4038570755956246	2.5453935490471045	-4.351438733748279	-1.889173430258717	3.0727425510981683	-1.6527281246707097	-0.5995134494135538	0.05587961655458153	1.8813511432159293	-3.1545284975680175	0.4321197164841757	-1.636598606522267	1.090200969256002	-0.7013590995622442	-2.488158633131862	3.5155452252197756	-1.0955133515876285	-0.8588287713806453	2.792211030043035	-1.3950479014245647	-1.9749370355623617	-2.501164932341263	0.4048802329412885	3.2973785221636978	-3.5329407208312125	-3.33894100371783	1.0332413821241353	0.863627982103775	3.1098819735832874	0.6523448092012412	0.7333330515144362	-3.665048821999355	-0.8855349259281482	
BAA36547.1	-2.855794030160347	-6.1289856554236595	-0.47726103318882124	2.945819683898482	0.8293289002960297	-3.9911536534973275	0.2387382524818461	2.5831890119021925	3.2744011458058484	2.2572199826607378	0.7641230534418817	0.08762995399741856	-0.9237399912739925	0.9795771240530349	-0.16138318865113896	-3.4363787328376785	0.18361462727361572	-5.3834923611332695	1.4709413686896406	3.6603350371083976	-0.17698889908206733	3.6037163500956355	-2.0862298749069006	1.7015059981672997	4.289385627446893	4.9975347039529785	0.9298451083860908	-2.070687616667342	-2.0675675394596107	1.3836641982560878	-0.7124566761375961	1.6699493159723595	-1.5472060621080466	-0.7850263879069904	1.0055886772479874	-2.9054935687547414	0.3936371051916883	1.5272231602569923	1.4687149256663983	0.4899169758721786	3.0681551506986913	-1.8608317914846062	-0.49009983896568826	-2.099033650444399	-1.6321960576796943	-0.7328442149173857	-1.378207775293687	-0.022843845114355055	1.6365936438752309	1.800132344569399	3.0643112225158213	-1.8108155950961087	1.064776980941889	5.160949812384005	-1.5571097783465404	2.987054373845373	-0.8041050572324304	-1.0910272347799892	-1.4707428297389462	0.724565019024126	
NP_006243.2	-5.056752064894527	-5.7542748794592145	0.06734735889194525	3.876337234471213	1.0861277507346736	-3.819656678185268	1.322422767400095	4.025893051180323	2.8188418710842944	0.3963942334089205	3.3682216189548653	0.010094307295850409	-0.3896589962895995	0.8944217085962858	0.8675976719523983	-2.2502282652481385	0.29457298399517856	-5.303285127012121	1.0528370046480517	5.429658525491784	-0.2508256861359777	1.29059481210644	-1.9765477534564182	2.923990198454866	3.764326044066093	4.755735182173415	0.7818481047808533	-5.973070752885592	-1.4231858109662003	1.3419572427949154	0.5272028870756815	1.2895756093754627	-2.4019376833977644	-0.2376903879448992	-0.045522578509986436	-0.9831680507595626	0.7194404327534734	1.6910431127968706	0.026485171684256643	1.2706584546016282	1.016546814697537	-3.710395673163933	-0.43025616282052676	-1.1492937983362028	-1.1515091316479158	-1.9761499295198208	-0.9858190897545136	-0.738581635615976	1.7168549799282322	2.4245391934038323	2.1037744152546423	-1.171240526291318	1.4960773343876994	5.329319440017816	-1.395605972517858	0.267098176478791	-0.18184187101262475	-1.3919083948774884	-1.5333709049152118	-0.9136576421261893	
NP_848605.1	-5.414746389035653	3.3991400800343685	1.608826554826509	-1.6894040280834333	-5.248532490779099	-3.0868621294263625	1.4192696541190826	2.8651118334009804	1.340835324786193	-0.6504990170468674	0.3312417123346738	0.687002786843479	0.25879235014775026	-4.076865550691431	-2.641915399041416	2.402428542905033	2.077769704263957	5.4698599324208175	0.9617224940640691	0.9113308209834423	2.6799437817919376	0.22650678773170535	-0.36964954821147766	-0.6374573743114206	3.5723770965383297	1.210252183894421	-0.4270477394073491	2.439166156381433	-0.19048586194970138	-4.388536212291011	-1.5786671082137957	-0.13460486421245701	-1.7830028361922994	1.1848632684484177	2.6825768535791354	-0.2829331898306662	6.127743995435151	-2.436366714006674	1.6289010339898706	-0.46969660896240367	1.5183657026222999	0.19691837553913946	4.3510326737793195	-1.920356114103318	-1.8325900500746792	-1.804177395258567	-1.3151626597395056	2.4460985220619436	-1.2497350795404019	-3.108652100342367	0.49335230057754026	1.0929840330505027	0.07662953595978653	-0.14011068108581262	-2.214827906514883	-0.37877222038623115	-1.1946558684156525	-1.6485754089873892	-1.2198176595787056	-5.2203997405774105	
NP_055655.1	-3.373810998632444	-2.877651027451391	0.9458244942154933	5.30710692370819	1.2172895372327812	1.0946323651726584	-0.281354429663817	-0.28246961682771743	0.6170893168836272	2.0082840725437534	1.6243437671878993	4.043965559344555	2.530975135404862	-2.1931030631819697	1.7819206480621446	-3.303105862130694	3.5093286791386835	2.2095202260203153	0.5331222089033852	-1.5301205944888399	1.1139651904515604	-1.1594043821362567	-4.718611541234911	-0.7564576551097096	1.6867827291488766	-4.3927126346829874	-0.4129916429505975	-3.661053861864004	0.039233075540766965	1.167492441460661	2.9542960286618523	-0.11438933980209307	0.10255650335716547	1.1167669871308765	-0.2604698322850825	-1.4336588088271298	-0.9465508855829322	0.06269477985721493	-0.9856702453653443	1.8954227200812734	-0.5180106728525163	-1.749345637607015	0.5625120200434103	-1.5208406886099304	0.7052643203247975	2.711118138219359	-2.3660746496656557	1.4672423738463234	2.1374154336551734	-2.033738861661045	0.08585936779977037	-3.6085031578497793	0.6341849967654966	0.5735744455517285	1.9180871610239951	2.317399023510964	-0.8022160504961271	4.821799892497376	0.42144855164753525	0.2859577295367474	
NP_005914.1	6.201212598438128	-3.077569640519063	-2.7078429395280867	-1.5214898393573555	-2.0999732337972423	0.5959669425464266	2.9417581880239303	-5.008349752993816	4.035531208075865	-1.8289515268104586	-1.9346141154846848	0.5254411390277143	1.434949639458936	-3.4756238465703495	2.597999472646333	-1.4008065619098578	1.2224558159542522	0.2943829285314801	-1.7147139227609014	0.025920771257068587	-2.0880079611453293	1.244557307013061	1.1581895630697032	3.3601610366699695	2.0053633713943926	1.6802866700104648	-2.6371676349083497	0.32334463887998327	0.8863390598312988	0.6226275079291299	0.27258993541737736	-1.1503039626826725	-1.707244249989709	0.7501689909693999	-1.184080298901754	0.07852979184619463	-2.108075495784531	4.722765622173693	1.061925993519478	2.699597415107513	0.3653680202727551	2.026232997458991	0.940644703495561	-1.032393101803506	-0.5861435926431806	2.2458207628534264	-2.0904771332701926	0.5511293901255535	-0.20906344108553654	1.6514626073663312	-4.175952161156745	1.7498923114993228	1.7299007367618124	-0.9194235185980162	-1.7633316991632635	-2.277998251925156	1.6084382198077694	-1.9630882771917144	1.6676647067371306	-0.3799857273898712	
NP_004663.3	-5.885775287218197	12.462707627551733	-2.124731498482047	1.7544176553055928	-6.914588753637311	-1.8339782199575032	-1.754082457527155	-0.06739039686039518	-0.5537205546846832	-1.9545806702317665	-0.9153473040464275	0.2965434485081049	0.9251148343708918	0.7229793978496843	1.8890160147915942	2.0311606312192025	-1.0655045280710336	0.998747411802771	-0.7941264672157156	-1.337461938536959	-1.7781503232763045	1.1889754416411868	-0.5005887251484104	-0.012330201238124512	1.5990771095401224	-1.5084652771813192	-0.3159602902018122	0.6356335558620262	-1.3227219393013023	0.850948605836333	-2.002974528683326	-1.7354646237892792	-0.27885807521033257	2.320204944568451	-1.353127503008038	0.11764180718664377	2.1694417931451175	1.1686210607632284	1.1153699133307335	-2.3466152398574724	0.9121484825178597	3.2658385881280996	0.9794771705291953	0.09107792417168373	0.07333362650110023	0.7373794557040974	-0.2536873368307507	4.951379428052519	1.1618426601063032	2.964109652154893	-2.809549886251657	1.750384507353733	3.014780558561409	2.770466468357957	-1.4911369807894503	0.3572520703202797	-0.9439716879424852	0.4876474403708056	-0.11531738748365532	2.8124279794972926	
NP_003591.2	-0.487330085993664	-0.9516790119190097	2.067448636534398	3.7139079506576422	-0.2940743616141482	-0.9167815296672228	-5.346327190103334	-1.4396734583406123	0.9631419669918633	2.629273380668304	-2.677195278460669	0.31510339326754855	-4.18138573020435	1.419842982057586	0.7078187231693476	4.471851522578671	-6.671039457347494	-1.663966014673529	-0.8517412806709483	-0.08616576643738812	-2.8737181409625485	-4.373330006047556	-0.5644481158157864	-1.6159411571414097	0.609881030418272	1.152569657740945	0.7414638723516772	1.4629212477210956	3.7819111582600153	-2.1931926951935465	2.8961709804589373	-1.228354632495828	-1.3985055166280678	-1.9292112195510045	-1.4458674787125387	-4.44650978056493	0.2824409642478604	-0.10679936054169087	1.2720430683547732	-1.564023011647742	-0.9752771452191752	-2.7390138288655406	-0.6821181820412235	0.5888923749554316	0.5195524523892194	-1.0041582851388122	-1.6516190118932588	1.6995167059848477	0.44215503564235564	0.10688067501199609	0.20626636479327867	-4.700395376369584	-1.3832354541318888	1.875858077022494	2.587738393562987	-1.1358773622500384	-0.23254024408890428	1.990826150833398	-1.9461639454545996	0.050999950209413336	
AAH00442.2	-3.8886779534683993	-2.074288963919952	-0.858740840464322	5.491507270907766	0.8667278483093215	-1.5906275721247878	-3.7985790395863166	1.3914709951275397	-0.7130057862006509	0.004209547982235539	-1.5761548817293047	2.7863604878185195	-1.4668720009322713	2.0675025717258206	-2.5104944508019154	2.9703906998517517	-3.6168550880164956	-0.16688279098287112	-2.419166993169382	-1.2310576933784887	-2.515164124811779	-0.29973687327644494	-3.8998884985326234	-1.0107893666867742	1.7157612172458305	2.376362081367567	-1.3268761659829098	0.2808152211534209	1.6419200535983065	-2.415456095815363	1.665784652145752	-0.769590510336061	2.1747787489868813	-0.7761616738373529	-1.2237851139700886	-2.61425687959117	0.5479232788421273	2.0682103488477566	1.5110055352650744	-0.07219130097383897	1.6059647703538973	0.1250965948443793	1.4049473840150493	-0.9651142568097237	-0.5362874614557716	-0.3948129272159891	-3.2636980336065085	-0.6883272476858694	0.6932400425627957	-1.277927411643898	-0.23876632528487374	-1.3791232494153107	0.1526884467952778	-2.474414520701367	-0.07315061794232443	-2.3619571727479984	-0.14522123176005575	0.5429641017713683	-1.2970488640941047	-0.9188681937993439	
AAC77369.1	-3.974979421507703	-2.6331184173065325	-2.239846825335891	4.409625310140347	0.07927747620240315	-4.1987920215863905	-3.3922351331308085	-1.8590264423427565	0.1480862298083794	0.23258117561416958	-0.3639773229983558	-0.21685336249655127	-2.6291938091017277	0.26773039100209084	-3.171338269134791	0.5194141600796551	-5.988909144132276	-0.6825561334737054	-3.77821827682578	-1.2220530491512351	-1.2570141958804342	-0.37958806260512684	-2.4321353832885464	0.016163481662593477	-0.8802188606262383	4.0213184328177185	1.3989281082247804	0.28252212364468837	2.922225888982444	-0.8265958489679053	0.46617391465427405	0.6718244425373572	2.88760284298211	1.1072247033660696	-0.03250319487093008	-2.6812459268149134	0.6195539364777525	1.0576619452290907	0.12390087766498702	-0.20541509955386417	-0.32228583564390756	0.46620724648154493	3.566878057038742	-0.008402786143182218	-1.8632718958593155	-0.37511583434499496	-3.7481625366691933	-0.15796233201132961	-0.7943420762823954	-2.8151610585759146	-0.8916183373224944	-1.348688660369653	0.4886419751952248	-1.080104998032495	0.31677406908958433	-1.3542749797244196	-0.3430553413055839	0.8003381134172147	-0.7260265032498857	0.683226651535118	
